datetime,home_team_name,away_team_name,match_status,attendance,referee,venu,ft_home_score,ft_away_score,1ht_home_score,1ht_away_score,2ht_home_score,2ht_away_score,et_home_score,et_away_score,home_goal_minutes,away_goal_minutes,1ht_home_ball_possession,1ht_home_goal_attempts,1ht_home_shots_on_goal,1ht_home_shots_off_goal,1ht_home_blocked_shots,1ht_home_free_kicks,1ht_home_corner_kicks,1ht_home_offsides,1ht_home_throw_in,1ht_home_goalkeeper_saves,1ht_home_fouls,1ht_home_red_cards,1ht_home_yellow_cards,1ht_home_total_passes,1ht_home_completed_passes,1ht_home_tackles,1ht_home_attacks,1ht_home_dangerous_attacks,1ht_away_ball_possession,1ht_away_goal_attempts,1ht_away_shots_on_goal,1ht_away_shots_off_goal,1ht_away_blocked_shots,1ht_away_free_kicks,1ht_away_corner_kicks,1ht_away_offsides,1ht_away_throw_in,1ht_away_goalkeeper_saves,1ht_away_fouls,1ht_away_red_cards,1ht_away_yellow_cards,1ht_away_total_passes,1ht_away_completed_passes,1ht_away_tackles,1ht_away_attacks,1ht_away_dangerous_attacks,2ht_home_ball_possession,2ht_home_goal_attempts,2ht_home_shots_on_goal,2ht_home_shots_off_goal,2ht_home_blocked_shots,2ht_home_free_kicks,2ht_home_corner_kicks,2ht_home_offsides,2ht_home_throw_in,2ht_home_goalkeeper_saves,2ht_home_fouls,2ht_home_red_cards,2ht_home_yellow_cards,2ht_home_total_passes,2ht_home_completed_passes,2ht_home_tackles,2ht_home_attacks,2ht_home_dangerous_attacks,2ht_away_ball_possession,2ht_away_goal_attempts,2ht_away_shots_on_goal,2ht_away_shots_off_goal,2ht_away_blocked_shots,2ht_away_free_kicks,2ht_away_corner_kicks,2ht_away_offsides,2ht_away_throw_in,2ht_away_goalkeeper_saves,2ht_away_fouls,2ht_away_red_cards,2ht_away_yellow_cards,2ht_away_total_passes,2ht_away_completed_passes,2ht_away_tackles,2ht_away_attacks,2ht_away_dangerous_attacks,et_home_ball_possession,et_home_goal_attempts,et_home_shots_on_goal,et_home_shots_off_goal,et_home_blocked_shots,et_home_free_kicks,et_home_corner_kicks,et_home_offsides,et_home_throw_in,et_home_goalkeeper_saves,et_home_fouls,et_home_red_cards,et_home_yellow_cards,et_home_total_passes,et_home_completed_passes,et_home_tackles,et_home_attacks,et_home_dangerous_attacks,et_away_ball_possession,et_away_goal_attempts,et_away_shots_on_goal,et_away_shots_off_goal,et_away_blocked_shots,et_away_free_kicks,et_away_corner_kicks,et_away_offsides,et_away_throw_in,et_away_goalkeeper_saves,et_away_fouls,et_away_red_cards,et_away_yellow_cards,et_away_total_passes,et_away_completed_passes,et_away_tackles,et_away_attacks,et_away_dangerous_attacks
"2019-02-16 06:30:00",Schalke,Freiburg,Finished,58271,"Willenborg F. (Ger)","Veltins Arena (Gelsenkirchen)",0,0,0,0,0,0,0,0,,,52,7,1,5,1,5,1,0,0,0,5,1,0,254,218,7,65,19,48,1,0,0,1,5,1,0,0,1,4,0,1,231,186,15,61,6,38,8,1,2,5,11,3,2,0,3,5,0,0,145,112,4,49,15,62,11,3,4,4,7,8,1,0,1,9,1,3,262,221,8,44,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2018-12-08 06:30:00",Schalke,Dortmund,Finished,61767,"Siebert D. (Ger)","Veltins Arena (Gelsenkirchen)",1,2,0,1,1,1,0,0,61',"7',74'",50,3,1,1,1,5,2,1,0,0,3,0,2,236,203,10,56,17,50,6,1,3,2,6,0,0,0,1,5,0,1,234,200,9,43,14,44,3,2,1,0,5,1,0,0,1,9,0,2,195,162,14,38,14,56,4,2,1,1,9,1,1,0,1,4,0,2,254,217,12,71,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2018-09-01 06:30:00","Bayer Leverkusen",Wolfsburg,Finished,26247,"Jablonski S. (Ger)","BayArena (Leverkusen)",1,3,1,1,0,2,0,0,24',"36',55',60'",42,7,2,3,2,6,2,1,0,2,7,0,0,204,152,8,53,24,58,8,3,4,1,6,1,1,0,1,5,0,1,278,231,9,75,27,54,9,1,5,3,8,3,-1,0,0,6,0,3,209,173,6,68,41,46,4,2,0,2,7,2,0,0,1,8,0,2,150,105,11,38,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2018-12-22 06:30:00","RB Leipzig","Werder Bremen",Finished,40455,"Steinhaus B. (Ger)","Red Bull Arena (Leipzig)",3,2,2,0,1,2,0,0,"22',44',87'","67',77'",52,7,2,5,0,5,2,2,0,2,7,0,0,268,205,8,72,21,48,8,2,2,4,9,4,1,0,0,4,0,0,235,172,2,41,19,36,4,3,1,0,9,2,4,0,2,8,0,2,167,103,5,52,12,64,7,4,3,0,12,0,3,0,2,5,0,0,305,244,8,71,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2018-12-08 06:30:00",Wolfsburg,Hoffenheim,Finished,20602,"Zwayer F. (Ger)","Volkswagen Arena (Wolfsburg)",2,2,2,1,0,1,0,0,"28',31'","4',71'",64,5,2,2,1,6,4,0,0,0,2,0,0,303,273,4,77,28,36,4,1,1,2,2,2,0,0,0,5,0,2,170,135,11,29,14,40,5,1,3,1,4,2,1,0,4,7,0,1,174,126,10,35,13,60,15,5,3,7,9,2,0,0,1,4,0,0,269,224,10,82,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-04-13 06:30:00",Stuttgart,"Bayer Leverkusen",Finished,53657,"Stieler T. (Ger)","Mercedes-Benz Arena (Stuttgart)",0,1,0,0,0,1,0,0,,64',27,6,3,2,1,5,3,1,0,2,5,0,1,131,82,18,50,17,73,7,2,4,1,7,5,0,0,3,4,0,0,364,314,6,76,26,37,7,2,2,3,8,4,4,0,2,8,1,0,176,126,7,57,21,63,11,3,6,2,13,1,1,0,2,7,0,0,330,270,3,74,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-05-04 06:30:00","Hertha Berlin",Stuttgart,Finished,48668,"Schlager D. (Ger)","Olympiastadion (Berlin)",3,1,2,0,1,1,0,0,"40',,67'",70',62,8,5,2,1,11,0,3,0,0,7,0,0,281,229,6,76,24,38,5,0,3,2,10,1,1,0,3,8,0,0,153,93,8,47,13,40,3,1,2,0,11,2,2,0,0,6,0,1,188,135,4,48,9,60,9,1,6,2,8,4,2,0,0,9,0,1,280,234,6,73,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-05-11 06:30:00","Bayer Leverkusen",Schalke,Finished,30210,"Aytekin D. (Ger)","BayArena (Leverkusen)",1,1,1,0,0,1,0,0,31',47',74,8,2,6,0,8,3,0,0,1,4,0,1,456,413,6,100,28,26,2,1,1,0,4,1,0,0,1,8,0,0,411,113,9,44,11,76,10,3,5,2,7,1,0,0,1,6,0,1,339,295,9,42,14,24,6,2,2,2,5,3,2,0,3,2,0,1,-146,66,10,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2018-10-07 09:00:00","RB Leipzig",Nurnberg,Finished,37389,"Stieler T. (Ger)","Red Bull Arena (Leipzig)",6,0,4,0,2,0,0,0,"3',7',21',32',55',59'",,66,10,5,1,4,4,2,2,0,0,7,0,0,345,299,9,72,27,34,1,0,1,0,9,0,0,0,1,5,0,0,177,131,8,33,5,52,8,3,4,1,6,4,2,0,0,4,0,0,257,222,8,56,43,48,2,0,0,2,6,1,0,0,1,7,1,1,242,199,10,37,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2018-09-29 06:30:00",Wolfsburg,"B. Monchengladbach",Finished,24100,"Zwayer F. (Ger)","Volkswagen Arena (Wolfsburg)",2,2,1,1,1,1,0,0,"12',59'","7',48'",47,4,1,2,1,8,2,0,0,1,2,0,1,230,192,4,50,18,53,6,2,3,1,2,1,0,0,0,8,0,2,264,219,7,62,22,65,9,2,4,3,6,4,0,0,0,3,0,1,264,216,6,67,33,35,4,1,1,2,4,2,0,0,1,4,0,0,137,97,10,31,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2018-09-23 06:30:00","Bayer Leverkusen",Mainz,Finished,27473,"Fritz M. (Ger)","BayArena (Leverkusen)",1,0,0,0,1,0,0,0,62',,64,15,4,6,5,7,7,2,0,2,5,0,1,293,249,10,65,53,36,2,2,0,0,7,1,1,0,4,6,0,0,165,119,9,42,5,38,3,1,1,1,7,0,1,0,3,7,0,1,177,136,19,36,25,62,10,3,5,2,9,3,0,0,0,7,0,2,287,258,7,88,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2018-09-29 09:30:00","Bayer Leverkusen",Dortmund,Finished,30210,"Brych F. (Ger)","BayArena (Leverkusen)",2,4,2,0,0,4,0,0,"9',39'","65',69',85',",43,6,3,1,2,7,3,0,0,4,0,0,0,228,191,16,52,23,57,5,4,0,1,7,2,0,0,1,0,0,1,313,268,9,72,14,43,8,3,2,3,3,3,0,0,2,11,0,1,229,174,10,59,26,57,11,6,2,3,2,6,1,0,3,12,0,0,322,272,5,77,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2018-10-28 10:00:00","Werder Bremen","Bayer Leverkusen",Finished,40400,"Fritz M. (Ger)","Weserstadion (Bremen)",2,6,0,3,2,3,0,0,"60',62'","8',38',45',67',72',77'",62,5,2,1,2,3,3,0,0,3,5,0,1,314,267,12,80,33,38,9,6,1,2,5,4,0,0,2,3,0,1,198,155,6,36,14,58,9,4,5,0,6,3,0,0,1,4,0,1,262,220,9,66,20,42,8,4,2,2,4,2,1,0,2,5,0,1,189,150,13,48,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-04-27 06:30:00",Hannover,Mainz,Finished,30400,"Storks S. (Ger)","HDI-Arena (Hannover)",1,0,0,0,1,0,0,0,66',,44,3,0,1,2,7,2,0,0,3,4,0,1,214,147,15,67,13,56,13,3,8,2,4,2,0,0,0,7,0,0,260,205,15,72,38,36,4,3,1,0,9,2,1,0,1,6,0,1,154,109,11,37,10,64,10,1,5,4,7,5,2,0,2,7,0,1,283,242,3,91,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-04-06 06:30:00",Wolfsburg,Hannover,Finished,23512,"Cortus B. (Ger)","Volkswagen Arena (Wolfsburg)",3,1,1,1,2,0,0,0,"32',71',78'",30',68,7,3,3,1,7,5,0,0,0,4,0,1,269,223,16,70,26,32,3,1,2,0,5,0,1,0,2,6,0,1,129,91,11,30,27,56,6,2,2,2,5,4,0,0,3,5,0,0,228,188,6,66,29,44,8,3,5,0,5,2,0,0,0,5,0,1,180,143,9,55,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
